Location Code,County,Area Name,Region,Year Reported ,Number Overweight,Percent Overweight,Number Obese,Percent Obese,Number Overweight or Obese,Percent Overweight or Obese,Grade Level,Number Healthy Weight,Percent Healthy Weight,Sex,Total (Estimated) Number of Students
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2010-2011,9,11.1,16,19.8,25,30.9,ELEMENTARY,56,0.691,ALL,81
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2010-2011,,,10,33.3,10,33.3,ELEMENTARY,20,0.667,FEMALE,30
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2010-2011,9,17.6,6,11.8,15,29.4,ELEMENTARY,36,0.706,MALE,51
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2010-2011,,,,,,,MIDDLE/HIGH,10,1,ALL,10
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2010-2011,,,,,0,,MIDDLE/HIGH,5,1,FEMALE,5
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2010-2011,,,,,0,,MIDDLE/HIGH,5,1,MALE,5
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2012-2013,32,16.7,35,18.2,67,34.9,DISTRICT TOTAL,125,0.651,ALL,192
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2012-2013,14,16.9,13,15.7,27,32.5,DISTRICT TOTAL,56,0.675,FEMALE,83
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2012-2013,18,16.5,22,20.2,40,36.7,DISTRICT TOTAL,69,0.633,MALE,109
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2012-2013,18,15.9,19,16.8,37,32.7,ELEMENTARY,76,0.673,ALL,113
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2012-2013,9,18.8,8,16.7,17,35.4,ELEMENTARY,31,0.646,FEMALE,48
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2012-2013,9,13.8,11,16.9,20,30.8,ELEMENTARY,45,0.692,MALE,65
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2012-2013,14,17.7,16,20.3,30,38.0,MIDDLE/HIGH,49,0.62,ALL,79
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2012-2013,5,14.3,5,14.3,10,28.6,MIDDLE/HIGH,25,0.714,FEMALE,35
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2012-2013,9,20.5,11,25.0,20,45.5,MIDDLE/HIGH,24,0.545,MALE,44
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2014-2015,21,19.6,18,16.8,39,36.4,DISTRICT TOTAL,68,0.636,ALL,107
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2014-2015,12,23.5,9,17.6,21,41.2,DISTRICT TOTAL,30,0.588,FEMALE,51
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2014-2015,9,16.1,9,16.1,18,32.1,DISTRICT TOTAL,38,0.679,MALE,56
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2014-2015,11,16.4,11,16.4,22,32.8,ELEMENTARY,45,0.672,ALL,67
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2014-2015,6,20.0,6,20.0,12,40.0,ELEMENTARY,18,0.6,FEMALE,30
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2014-2015,5,13.5,5,13.5,10,27.0,ELEMENTARY,27,0.73,MALE,37
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2014-2015,6,23.0,,,6,23.0,MIDDLE/HIGH,20,0.769,ALL,26
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2014-2015,6,33.3,,,6,33.3,MIDDLE/HIGH,12,0.667,FEMALE,18
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2014-2015,,,,,,,MIDDLE/HIGH,8,1,MALE,8
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2016-2017,19,13.9,39,28.5,58,42.3,DISTRICT TOTAL,79,0.577,ALL,137
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2016-2017,8,11.1,25,34.7,33,45.8,DISTRICT TOTAL,39,0.542,FEMALE,72
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2016-2017,11,16.9,14,21.5,25,38.5,DISTRICT TOTAL,40,0.615,MALE,65
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2016-2017,14,15.4,22,24.2,36,39.6,ELEMENTARY,55,0.604,ALL,91
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2016-2017,7,13.5,17,32.7,24,46.2,ELEMENTARY,28,0.538,FEMALE,52
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2016-2017,7,17.9,5,12.8,12,30.8,ELEMENTARY,27,0.692,MALE,39
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2016-2017,,,18,46.2,18,46.2,MIDDLE/HIGH,21,0.538,ALL,39
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2016-2017,,,8,42.1,8,42.1,MIDDLE/HIGH,11,0.579,FEMALE,19
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2016-2017,,,10,50.0,10,50.0,MIDDLE/HIGH,10,0.5,MALE,20
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2018-2019,27,12.9,30,14.4,57,27.3,DISTRICT TOTAL,152,0.727,ALL,209
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2018-2019,9,9.7,16,17.2,25,26.9,DISTRICT TOTAL,68,0.731,FEMALE,93
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2018-2019,18,15.5,14,12.1,32,27.6,DISTRICT TOTAL,84,0.724,MALE,116
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2018-2019,15,11.5,15,11.5,30,23.1,ELEMENTARY,100,0.769,ALL,130
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2018-2019,7,12.1,8,13.8,15,25.9,ELEMENTARY,43,0.741,FEMALE,58
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2018-2019,8,11.1,7,9.7,15,20.8,ELEMENTARY,57,0.792,MALE,72
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2018-2019,10,13.0,15,19.5,25,32.5,MIDDLE/HIGH,52,0.675,ALL,77
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2018-2019,,,8,24.2,8,24.2,MIDDLE/HIGH,25,0.758,FEMALE,33
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,,2018-2019,10,22.7,7,15.9,17,38.6,MIDDLE/HIGH,27,0.614,MALE,44
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2010-2011,86,17.2,113,22.6,199,39.9,DISTRICT TOTAL,300,0.601,ALL,499
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2010-2011,47,20.3,55,23.7,102,44.0,DISTRICT TOTAL,130,0.56,FEMALE,232
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2010-2011,39,14.6,58,21.7,97,36.3,DISTRICT TOTAL,170,0.637,MALE,267
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2010-2011,49,16.2,65,21.5,114,37.7,ELEMENTARY,188,0.623,ALL,302
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2010-2011,33,24.4,31,23.0,64,47.4,ELEMENTARY,71,0.526,FEMALE,135
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2010-2011,16,9.6,34,20.4,50,29.9,ELEMENTARY,117,0.701,MALE,167
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2010-2011,36,18.4,48,24.5,84,42.9,MIDDLE/HIGH,112,0.571,ALL,196
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2010-2011,13,13.5,24,25.0,37,38.5,MIDDLE/HIGH,59,0.615,FEMALE,96
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2010-2011,23,23.0,24,24.0,47,47.0,MIDDLE/HIGH,53,0.53,MALE,100
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2012-2013,103,20.9,135,27.3,238,48.2,DISTRICT TOTAL,256,0.518,ALL,494
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2012-2013,63,26.1,57,23.7,120,49.8,DISTRICT TOTAL,121,0.502,FEMALE,241
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2012-2013,40,15.8,78,30.8,118,46.6,DISTRICT TOTAL,135,0.534,MALE,253
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2012-2013,63,21.8,71,24.6,134,46.4,ELEMENTARY,155,0.536,ALL,289
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2012-2013,37,25.9,28,19.6,65,45.5,ELEMENTARY,78,0.545,FEMALE,143
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2012-2013,26,17.8,43,29.5,69,47.3,ELEMENTARY,77,0.527,MALE,146
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2012-2013,40,19.5,64,31.2,104,50.7,MIDDLE/HIGH,101,0.493,ALL,205
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2012-2013,26,26.5,29,29.6,55,56.1,MIDDLE/HIGH,43,0.439,FEMALE,98
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2012-2013,14,13.1,35,32.7,49,45.8,MIDDLE/HIGH,58,0.542,MALE,107
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2014-2015,71,15.0,111,23.5,182,38.6,DISTRICT TOTAL,289,0.614,ALL,471
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2014-2015,40,16.9,47,19.8,87,36.7,DISTRICT TOTAL,150,0.633,FEMALE,237
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2014-2015,31,13.2,64,27.4,95,40.6,DISTRICT TOTAL,139,0.594,MALE,234
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2014-2015,39,14.7,65,24.5,104,39.2,ELEMENTARY,161,0.608,ALL,265
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2014-2015,25,18.7,27,20.1,52,38.8,ELEMENTARY,82,0.612,FEMALE,134
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2014-2015,14,10.7,38,29.0,52,39.7,ELEMENTARY,79,0.603,MALE,131
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2014-2015,32,15.5,46,22.3,78,37.8,MIDDLE/HIGH,128,0.621,ALL,206
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2014-2015,15,14.6,20,19.4,35,34.0,MIDDLE/HIGH,68,0.66,FEMALE,103
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2014-2015,17,16.5,26,25.2,43,41.7,MIDDLE/HIGH,60,0.583,MALE,103
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2016-2017,75,14.6,100,19.5,175,34.2,DISTRICT TOTAL,316,0.617,ALL,512
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2016-2017,38,14.8,47,18.4,85,33.2,DISTRICT TOTAL,161,0.629,FEMALE,256
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2016-2017,37,14.5,53,20.7,90,35.2,DISTRICT TOTAL,155,0.605,MALE,256
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2016-2017,48,15.7,53,17.4,101,33.1,ELEMENTARY,204,0.669,ALL,305
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2016-2017,23,14.8,28,18.1,51,32.9,ELEMENTARY,104,0.671,FEMALE,155
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2016-2017,25,16.7,25,16.7,50,33.3,ELEMENTARY,100,0.667,MALE,150
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2016-2017,27,13.5,47,23.5,74,37.0,MIDDLE/HIGH,112,0.56,ALL,200
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2016-2017,15,15.3,19,19.4,34,34.7,MIDDLE/HIGH,57,0.582,FEMALE,98
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2016-2017,12,11.8,28,27.5,40,39.2,MIDDLE/HIGH,55,0.539,MALE,102
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2018-2019,80,17.0,100,21.3,180,38.3,DISTRICT TOTAL,283,0.602,ALL,470
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2018-2019,43,18.1,48,20.2,91,38.2,DISTRICT TOTAL,147,0.618,FEMALE,238
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2018-2019,37,15.9,52,22.4,89,38.4,DISTRICT TOTAL,136,0.586,MALE,232
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2018-2019,43,15.5,50,18.1,93,33.6,ELEMENTARY,177,0.639,ALL,277
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2018-2019,22,16.4,27,20.1,49,36.6,ELEMENTARY,85,0.634,FEMALE,134
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2018-2019,21,14.7,23,16.1,44,30.8,ELEMENTARY,92,0.643,MALE,143
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2018-2019,37,19.2,50,25.9,87,45.1,MIDDLE/HIGH,106,0.549,ALL,193
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2018-2019,21,20.2,21,20.2,42,40.4,MIDDLE/HIGH,62,0.596,FEMALE,104
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,,2018-2019,16,18.0,29,32.6,45,50.6,MIDDLE/HIGH,44,0.494,MALE,89
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2011-2012,32,11.1,69,24.0,101,35.1,DISTRICT TOTAL,181,0.628,ALL,288
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2011-2012,15,10.5,33,23.1,48,33.6,DISTRICT TOTAL,89,0.622,FEMALE,143
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2011-2012,17,11.7,36,24.8,53,36.6,DISTRICT TOTAL,92,0.634,MALE,145
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2011-2012,19,11.0,37,21.5,56,32.6,ELEMENTARY,116,0.674,ALL,172
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2011-2012,9,11.1,17,21.0,26,32.1,ELEMENTARY,55,0.679,FEMALE,81
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2011-2012,10,11.0,20,22.0,30,33.0,ELEMENTARY,61,0.67,MALE,91
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2011-2012,13,11.8,32,29.1,45,40.9,MIDDLE/HIGH,65,0.591,ALL,110
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2011-2012,6,10.7,16,28.6,22,39.3,MIDDLE/HIGH,34,0.607,FEMALE,56
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2011-2012,7,13.0,16,29.6,23,42.6,MIDDLE/HIGH,31,0.574,MALE,54
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2012-2013,36,14.7,54,22.0,90,36.7,DISTRICT TOTAL,155,0.633,ALL,245
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2012-2013,15,11.8,21,16.5,36,28.3,DISTRICT TOTAL,91,0.717,FEMALE,127
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2012-2013,21,17.8,33,28.0,54,45.8,DISTRICT TOTAL,64,0.542,MALE,118
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2012-2013,27,17.4,37,23.9,64,41.3,ELEMENTARY,91,0.587,ALL,155
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2012-2013,12,14.6,16,19.5,28,34.1,ELEMENTARY,54,0.659,FEMALE,82
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2012-2013,15,20.5,21,28.8,36,49.3,ELEMENTARY,37,0.507,MALE,73
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2012-2013,6,6.8,18,20.5,24,27.3,MIDDLE/HIGH,64,0.727,ALL,88
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2012-2013,,,6,14.0,6,14.0,MIDDLE/HIGH,37,0.86,FEMALE,43
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2012-2013,6,13.3,12,26.7,18,40.0,MIDDLE/HIGH,27,0.6,MALE,45
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2014-2015,37,18.5,39,19.5,76,38.0,DISTRICT TOTAL,124,0.62,ALL,200
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2014-2015,19,17.4,23,21.1,42,38.5,DISTRICT TOTAL,67,0.615,FEMALE,109
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2014-2015,18,19.8,16,17.6,34,37.4,DISTRICT TOTAL,57,0.626,MALE,91
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2014-2015,24,22.8,18,17.1,42,40.0,ELEMENTARY,63,0.6,ALL,105
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2014-2015,12,20.3,12,20.3,24,40.7,ELEMENTARY,35,0.593,FEMALE,59
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2014-2015,12,26.1,6,13.0,18,39.1,ELEMENTARY,28,0.609,MALE,46
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2014-2015,13,13.6,21,22.1,34,35.7,MIDDLE/HIGH,61,0.642,ALL,95
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2014-2015,7,14.0,11,22.0,18,36.0,MIDDLE/HIGH,32,0.64,FEMALE,50
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2014-2015,6,13.3,10,22.2,16,35.6,MIDDLE/HIGH,29,0.644,MALE,45
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2016-2017,37,17.2,38,17.7,75,34.9,DISTRICT TOTAL,140,0.651,ALL,215
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2016-2017,17,16.7,16,15.7,33,32.4,DISTRICT TOTAL,69,0.676,FEMALE,102
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2016-2017,20,17.7,22,19.5,42,37.2,DISTRICT TOTAL,71,0.628,MALE,113
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2016-2017,22,16.7,21,15.9,43,32.6,ELEMENTARY,89,0.674,ALL,132
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2016-2017,8,13.1,10,16.4,18,29.5,ELEMENTARY,43,0.705,FEMALE,61
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2016-2017,14,19.7,11,15.5,25,35.2,ELEMENTARY,46,0.648,MALE,71
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2016-2017,15,18.1,17,20.5,32,38.6,MIDDLE/HIGH,51,0.614,ALL,83
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2016-2017,9,22.0,6,14.6,15,36.6,MIDDLE/HIGH,26,0.634,FEMALE,41
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2016-2017,6,14.3,11,26.2,17,40.5,MIDDLE/HIGH,25,0.595,MALE,42
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2018-2019,36,19.7,40,21.9,76,41.5,DISTRICT TOTAL,107,0.585,ALL,183
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2018-2019,18,20.9,20,23.3,38,44.2,DISTRICT TOTAL,48,0.558,FEMALE,86
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2018-2019,18,18.6,20,20.6,38,39.2,DISTRICT TOTAL,59,0.608,MALE,97
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2018-2019,21,20.6,22,21.6,43,42.2,ELEMENTARY,59,0.578,ALL,102
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2018-2019,9,20.9,9,20.9,18,41.9,ELEMENTARY,25,0.581,FEMALE,43
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2018-2019,12,20.3,13,22.0,25,42.4,ELEMENTARY,34,0.576,MALE,59
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2018-2019,15,18.5,18,22.2,33,40.7,MIDDLE/HIGH,48,0.593,ALL,81
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2018-2019,9,20.9,11,25.6,20,46.5,MIDDLE/HIGH,23,0.535,FEMALE,43
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,,2018-2019,6,15.8,7,18.4,13,34.2,MIDDLE/HIGH,25,0.658,MALE,38
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2010-2011,40,15.7,63,24.7,103,40.4,DISTRICT TOTAL,152,0.596,ALL,255
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2010-2011,16,14.3,35,31.3,51,45.5,DISTRICT TOTAL,61,0.545,FEMALE,112
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2010-2011,24,16.8,28,19.6,52,36.4,DISTRICT TOTAL,91,0.636,MALE,143
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2010-2011,20,14.5,33,23.9,53,38.4,ELEMENTARY,85,0.616,ALL,138
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2010-2011,8,13.1,18,29.5,26,42.6,ELEMENTARY,35,0.574,FEMALE,61
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2010-2011,12,15.6,15,19.5,27,35.1,ELEMENTARY,50,0.649,MALE,77
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2010-2011,20,17.1,30,25.6,50,42.7,MIDDLE/HIGH,67,0.573,ALL,117
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2010-2011,8,15.7,17,33.3,25,49.0,MIDDLE/HIGH,26,0.51,FEMALE,51
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2010-2011,12,18.2,13,19.7,25,37.9,MIDDLE/HIGH,41,0.621,MALE,66
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2013-2014,48,21.0,54,23.6,102,44.5,DISTRICT TOTAL,127,0.555,ALL,229
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2013-2014,25,22.3,31,27.7,56,50.0,DISTRICT TOTAL,56,0.5,FEMALE,112
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2013-2014,23,19.7,23,19.7,46,39.3,DISTRICT TOTAL,71,0.607,MALE,117
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2013-2014,28,20.9,30,22.4,58,43.3,ELEMENTARY,76,0.567,ALL,134
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2013-2014,17,23.6,18,25.0,35,48.6,ELEMENTARY,37,0.514,FEMALE,72
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2013-2014,11,17.7,12,19.4,23,37.1,ELEMENTARY,39,0.629,MALE,62
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2013-2014,20,21.1,24,25.3,44,46.3,MIDDLE/HIGH,51,0.537,ALL,95
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2013-2014,8,20.0,13,32.5,21,52.5,MIDDLE/HIGH,19,0.475,FEMALE,40
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2013-2014,12,21.8,11,20.0,23,41.8,MIDDLE/HIGH,32,0.582,MALE,55
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2015-2016,57,21.6,58,22.0,115,43.7,DISTRICT TOTAL,148,0.563,ALL,263
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2015-2016,24,18.2,32,24.2,56,42.4,DISTRICT TOTAL,76,0.576,FEMALE,132
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2015-2016,33,25.2,26,19.8,59,45.0,DISTRICT TOTAL,72,0.55,MALE,131
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2015-2016,30,20.2,28,18.9,58,39.1,ELEMENTARY,90,0.608,ALL,148
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2015-2016,13,15.9,17,20.7,30,36.6,ELEMENTARY,52,0.634,FEMALE,82
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2015-2016,17,25.8,11,16.7,28,42.4,ELEMENTARY,38,0.576,MALE,66
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2015-2016,27,23.4,30,26.0,57,49.5,MIDDLE/HIGH,58,0.504,ALL,115
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2015-2016,11,22.0,15,30.0,26,52.0,MIDDLE/HIGH,24,0.48,FEMALE,50
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2015-2016,16,24.6,15,23.1,31,47.7,MIDDLE/HIGH,34,0.523,MALE,65
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2017-2018,48,17.8,66,24.5,114,42.4,DISTRICT TOTAL,149,0.554,ALL,269
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2017-2018,22,16.8,37,28.2,59,45.0,DISTRICT TOTAL,72,0.55,FEMALE,131
